#Name	TATA-box	Inr	CCAAT-box	GC-box
ATG7_2	0	0	0	1
MAN2B2_1	0	1	1	1
CLEC3A_1	1	0	0	0
NUDT3_2	0	0	0	0
ATP6AP1L_1	0	0	0	0
EPS8L1_3	0	0	0	1
C1orf226_1	0	0	0	1
PKD1L1_2	0	1	0	0
SMN1_1	0	0	0	0
SMIM10L2A_1	0	0	0	1
RSPO2_1	0	0	0	0
UBR5_1	0	1	0	1
HSD17B3_1	0	0	0	0
ACAD11_6	0	0	0	0
PAPOLA_1	0	0	0	0
SLC2A11_3	0	0	0	0
PDCD6_3	1	0	0	1
SLFN5_1	1	0	0	0
BCAP31_2	0	0	0	1
PPP2CB_2	0	0	0	1
B3GAT1_1	0	1	0	0
IL23A_3	0	0	0	0
EGFL8_1	0	0	0	1
PRKCZ_2	0	1	0	0
WRB_2	0	0	0	0
HOXA10_8	0	0	0	0
HOXA5_2	0	1	0	0
FAM83B_1	0	1	0	1
PSAT1_1	0	1	1	0
TMEM14C_1	0	1	1	1
ARFIP1_1	0	1	0	1
DDX42_1	0	1	0	1
C4orf46_1	0	0	1	1
SLBP_1	1	1	0	0
SGTB_2	0	1	0	1
RGS6_4	0	1	0	0
PRR34_2	0	1	0	0
GDAP1L1_2	0	0	0	0
KLHL38_2	0	1	1	0
ZNF836_1	0	0	0	1
CSRNP3_1	0	1	0	0
CHRNB4_1	0	1	0	1
TEX11_1	0	0	0	1
VWCE_1	0	1	0	1
PRPF4_1	0	0	0	0
TRIM62_2	0	0	0	1
CCDC151_1	0	1	1	1
VSIG8_3	0	1	0	0
IGF2_11	0	0	0	0
MGMT_1	0	0	0	1
FBXO39_1	0	0	0	0
FAM102A_1	0	1	0	0
HAVCR2_2	0	1	0	0
DDIT4L_1	1	0	0	1
ULK4_1	0	0	1	0
SLAMF7_1	0	1	0	0
SLC10A3_1	0	1	0	1
GIMAP4_1	0	0	0	0
ADCK2_1	0	0	0	1
TNFAIP2_1	0	1	0	1
BBOX1_1	0	1	0	1
TIA1_4	0	0	0	0
PPFIA2_2	0	0	0	0
ASIC1_1	0	0	0	0
UQCC1_2	0	0	0	0
POLH_1	0	1	0	1
TBX5_1	0	1	0	0
PCDHGA9_1	0	0	0	0
IFFO1_2	0	0	0	0
RLN1_1	0	0	0	1
GCNT3_2	0	1	0	1
TTF1_1	0	1	0	0
MATR3_9	0	0	1	0
DMBX1_1	1	0	0	1
ZADH2_2	0	1	0	1
WDR45B_1	0	1	0	1
SMAGP_3	0	0	0	0
PCDHGA10_2	0	0	0	1
ZNF695_1	0	0	1	1
ADNP_3	0	0	0	0
GP1BB_4	0	0	0	0
INO80_2	0	0	0	0
KNSTRN_1	0	0	0	1
STARD4_1	0	1	0	0
PEX19_8	0	0	0	0
TNFAIP3_1	0	0	0	1
AS3MT_2	0	0	0	0
ZNF35_1	0	1	0	0
KANK2_1	0	0	0	1
CYGB_3	0	0	0	0
YJEFN3_2	0	0	0	0
PDS5B_1	0	0	0	1
CTBS_1	0	1	0	1
CASP9_2	0	0	0	1
CX3CR1_2	0	0	0	0
ACE2_1	0	0	0	0
CCDC137_2	0	0	0	0
ALDH1A1_2	0	1	0	0
CD79B_1	0	1	0	0
OSGIN2_1	0	0	0	0
RNF103_6	0	0	0	0
FBXW9_1	0	0	0	0
PCDHGA5_1	0	0	0	0
CLTC_1	0	0	0	0
ENTPD6_1	0	0	0	0
AP1M1_2	0	0	0	0
TCEAL2_2	0	0	0	1
LIF_3	0	1	0	1
HERC3_2	0	1	0	1
CCDC30_3	0	1	0	0
TSC22D3_1	1	0	0	0
CENPL_4	0	0	0	1
PLCG2_3	0	1	0	0
COX16_2	0	0	0	0
MARCO_1	0	0	0	0
PPP4C_1	0	0	0	0
GRID1_2	0	1	0	0
SLFN14_1	0	1	0	0
STX19_2	0	1	0	0
HSPBAP1_3	0	1	0	0
WDR46_1	0	0	0	1
MTHFS_3	0	0	1	0
MAPK12_3	0	0	1	1
STK19_1	0	1	0	1
FFAR2_1	1	1	0	0
ADSS_2	0	0	0	0
KIAA1614_2	0	1	0	1
LGALSL_2	1	0	1	0
DNAJC14_1	0	0	0	1
CDK11B_2	0	0	0	0
NUDT21_1	0	0	1	1
CCNO_1	0	0	1	0
UCK2_1	0	0	0	1
FGFR1_3	0	0	0	0
MAGEB1_2	0	0	0	0
TMEM26_1	0	1	0	1
SEPT9_6	1	0	1	1
PDE10A_1	0	0	0	0
POLD4_8	0	0	0	0
PPIP5K2_2	0	0	0	0
GIT2_2	0	0	0	1
MAGEB2_1	0	0	0	0
GRWD1_1	0	0	0	0
RELL2_2	0	0	0	0
CD72_3	0	1	0	0
IL1RN_4	1	0	1	1
ITSN1_3	0	0	1	0
ZNF444_2	0	0	0	1
MSX2_1	0	0	1	0
APOL5_1	0	0	1	0
INTS4_1	0	0	0	0
VPS26A_1	0	0	0	1
SLC17A5_1	0	1	0	1
ZNF718_1	0	0	1	0
DYNC1I1_1	0	1	0	0
DHFRL1_1	0	1	0	0
TNFAIP1_2	0	1	0	0
NBEA_1	0	0	0	1
SORBS3_4	0	0	0	0
AGTRAP_1	0	0	1	0
SDHA_1	0	0	0	0
PIK3CD_1	0	1	0	0
IGFLR1_5	0	0	0	0
LRFN5_2	0	0	0	0
CMA1_1	1	1	0	0
PCDHGB6_1	0	0	0	0
AURKC_1	1	0	1	1
ALDH18A1_1	0	1	0	0
OSMR_2	0	0	0	0
MLEC_2	0	0	0	0
TMEM217_3	0	1	0	0
EFHD1_1	0	0	0	1
RGS3_3	0	1	1	1
SSR2_1	0	0	0	1
EXOC6B_1	0	1	0	0
SNAPC5_2	0	0	0	0
HIPK1_1	0	0	0	1
BSDC1_1	0	0	0	1
TBC1D23_1	0	0	0	0
AC140481_2	0	0	0	0
CREBRF_2	0	0	0	0
LYPD3_1	0	1	0	1
THOC6_1	0	0	0	1
AGPAT6_1	0	0	0	0
TTC3_1	0	0	0	1
PPY_2	0	1	0	0
AARS_1	0	0	1	0
HSD17B4_3	0	1	0	0
HMG20B_2	0	1	0	1
RBFA_5	0	0	0	0
PRKACB_3	0	0	0	1
PRR35_1	0	0	0	0
LY6H_2	0	0	0	1
PTPRO_2	0	0	0	1
ENDOV_2	0	0	0	1
CCBL1_2	0	0	0	0
KPNA3_2	0	1	0	1
MAGI1_4	0	0	0	0
LACC1_3	0	0	0	0
HGS_1	0	0	1	1
EFCAB13_1	0	1	0	1
MON1A_1	0	0	0	1
GRIA3_5	0	0	1	0
DOC2A_3	0	0	0	1
TMEM74_1	0	0	0	1
PBLD_2	0	0	0	0
EVI5_2	1	1	0	1
SEC61B_1	0	1	0	0
DCTN4_2	0	0	0	0
NUS1_2	1	0	1	1
ZNF106_1	0	0	0	0
ARMC12_2	0	0	0	0
GNG5_2	0	1	0	1
DGAT2L6_1	0	0	0	1
FBXO17_3	0	0	0	0
NFYA_1	0	0	0	1
TRIM2_3	0	1	0	0
C22orf46_2	0	0	0	1
FABP5_1	1	1	1	0
IKBKB_1	0	0	0	1
ELF4_3	0	0	0	1
ZNF91_1	0	0	1	1
APOBR_2	0	1	0	0
SMARCA5_1	0	0	0	1
ZSCAN10_1	0	1	1	1
CTSG_1	0	0	0	0
CD3G_1	0	1	0	1
TCEAL1_4	0	0	0	1
TPI1_1	1	0	0	1
PCSK7_1	0	0	0	1
LDB1_1	0	1	0	1
PRDM1_2	0	1	0	1
ZNF593_1	0	1	0	0
MAST1_2	0	0	0	1
RPS8_3	0	0	0	0
CD74_2	0	1	0	1
INPPL1_2	0	0	0	0
CFHR1_1	1	0	0	0
CTNNA1_1	0	0	0	1
PLEKHA3_1	0	0	0	1
FAM98A_1	0	0	0	1
CAPN3_1	0	1	0	1
SLC7A3_1	1	0	0	0
PRIMA1_3	0	0	0	0
ITGA4_1	0	0	0	0
LRRN4_1	0	0	0	1
CCSER1_1	1	1	0	1
KDM4B_1	1	0	1	1
FAR2_3	0	0	1	0
RCC1_3	0	0	0	0
SLC24A4_1	0	1	0	1
SHISA3_1	1	1	0	1
PROS1_1	0	0	0	0
TMEM256_1	0	0	0	0
PRDM10_4	0	0	1	0
NDUFS8_1	0	0	1	1
SAA2_1	0	0	0	1
TINCR_1	0	1	0	1
IGF2BP3_1	1	0	0	0
DMGDH_1	0	0	0	1
RAMP2_1	1	1	0	1
CRIP3_1	0	0	1	0
KNDC1_1	0	0	0	1
DHRS3_7	1	0	0	0
NXPH3_2	0	0	0	0
RTP3_1	0	1	0	0
GSTK1_1	0	1	0	1
FOXP2_4	0	0	0	0
LBHD1_4	0	1	0	0
TMEM140_2	0	1	0	0
S100A16_3	0	0	0	0
BMX_2	0	0	1	0
ANO5_2	0	0	0	0
PFDN6_1	0	0	0	0
SMTN_2	0	1	0	1
KAT6B_1	0	1	0	0
SUN1_1	0	1	1	1
TRAM1_1	0	0	0	0
EXO1_2	0	0	0	0
PAX5_2	0	1	1	1
ICAM3_1	0	0	0	0
RABL2B_1	0	0	0	0
UBE2Q2_3	0	0	0	0
C9_1	1	1	0	0
TMEM192_1	0	1	1	1
ATXN7_6	0	0	0	0
TRHDE_3	0	1	0	0
IRGQ_2	0	0	0	1
TIMD4_1	1	1	0	0
C6orf58_1	1	1	0	0
MRPS27_1	0	0	0	1
DAB2IP_2	0	0	0	1
MICALL2_1	0	1	0	1
MYO3A_1	0	1	0	0
ZMYND8_1	0	0	1	0
CPNE2_1	0	0	0	0
TDRD3_4	0	1	1	0
XAGE2_1	0	1	0	0
CSTF1_2	0	0	0	0
BCAR1_1	0	0	1	1
C9orf43_2	0	1	0	0
TRMU_3	0	0	0	1
ADAMTS9_1	0	1	0	0
PPP2R2A_1	0	0	0	1
WNT6_1	0	0	0	1
SERPINH1_3	0	0	0	0
ERI3_1	0	0	1	1
RABGAP1L_3	0	1	1	0
KLHL36_1	0	0	0	1
LRRC1_3	0	0	0	0
C1QTNF3_3	0	0	0	0
ATP10A_3	0	0	0	1
PRRX2_1	0	0	0	1
PTPRD_3	0	0	0	0
TBC1D9_1	0	0	0	0
DPPA5_1	0	0	0	1
IGF1_2	0	1	1	0
PODXL_1	0	0	0	1
GRID2_2	0	1	0	0
SEL1L2_2	0	0	1	1
ASIC4_1	0	1	0	0
GRM7_2	0	0	0	0
ELANE_1	1	1	1	0
PHF11_2	0	0	0	0
ABCG2_3	0	1	1	0
GAD2_2	0	1	0	0
PDE6A_2	0	0	0	1
SOBP_1	0	0	0	0
GATA3_2	0	1	0	1
GPC3_1	0	0	0	1
HOXB4_2	0	0	1	0
LDLR_1	0	0	0	1
ZNF517_2	0	0	0	1
SHARPIN_2	0	0	0	0
DTNA_4	0	0	0	0
TXNDC5_1	0	1	0	1
HBEGF_1	0	1	0	1
C11orf1_4	0	1	0	1
NAT1_1	0	1	0	1
GFAP_1	1	1	0	1
FAM20B_2	1	1	0	1
CABP4_1	0	1	0	1
KLHL5_2	0	1	0	0
APEX2_2	0	0	0	1
DOK1_2	0	0	0	0
WDR24_1	0	0	0	0
RAD23B_1	0	0	0	1
ABI2_1	0	0	0	1
TPCN1_2	1	0	0	0
RASGRF2_1	0	1	0	0
ZNF222_1	0	0	0	0
SPHK2_3	0	0	0	0
SYT7_3	0	1	0	0
INVS_1	0	1	0	0
ADGRL3_1	1	0	0	0
LPXN_2	0	0	1	1
CLN5_1	0	0	0	0
TRIM6_3	1	0	0	1
GM2A_1	1	0	0	1
PARN_1	0	0	0	1
ADGRB3_3	0	1	0	1
H3F3A_2	0	0	0	0
ZFP42_1	0	1	0	1
CXCL17_1	0	1	0	0
TTLL6_1	0	0	0	0
GJC3_4	0	0	0	0
TYW5_2	0	0	0	0
DISP3_3	0	1	0	0
DHX35_1	0	0	0	1
CPNE3_1	0	1	0	0
GLDN_1	0	0	1	0
METTL12_1	1	0	1	1
ADGRG3_1	0	1	1	0
STK11_2	0	0	0	0
B4GALT6_3	0	1	0	1
BMI1_1	0	0	0	1
SIGLEC14_2	0	0	0	0
MYOM3_2	0	1	0	0
GGPS1_3	0	0	0	0
PACRG_2	0	0	0	0
DPH1_1	0	1	0	1
FMO4_1	0	0	0	0
FOSB_2	0	0	1	1
TGFBR2_1	0	1	1	0
ARHGAP22_2	0	0	0	0
CNNM4_1	0	1	0	1
LKAAEAR1_1	0	0	0	0
EFEMP2_3	0	0	0	1
DNAJC3_1	0	0	1	1
PID1_1	0	1	0	0
SYF2_1	0	0	0	1
RAB38_3	0	0	0	0
RRP8_1	0	0	0	1
FABP2_1	0	0	0	0
WDR78_2	0	0	0	1
NRXN3_1	0	0	0	1
ZBTB8OS_1	0	0	0	1
KIAA1257_2	0	1	0	1
ZNF267_1	0	0	1	1
ARHGEF9_2	0	1	0	1
C5orf46_1	1	0	1	0
DCN_1	0	0	0	1
IL10RA_1	0	1	0	1
KAZN_2	0	0	0	1
BRD7_1	0	0	0	1
ACIN1_1	0	0	0	0
HDAC3_1	0	0	0	1
SLC9A1_2	0	0	0	0
SERTAD3_1	0	1	1	1
METTL9_1	0	0	1	0
ENPP3_1	0	0	0	0
LMOD2_1	1	1	0	0
SGO1_1	0	0	0	1
FLNC_2	0	0	0	0
C9orf24_2	0	0	0	0
TGIF2_6	0	0	0	0
ZHX2_3	0	1	0	0
TRMT6_1	0	0	1	1
TSPAN9_2	0	1	0	0
C11orf21_3	0	1	0	0
ROS1_4	0	0	0	0
NDUFC2_3	0	1	0	0
PXDNL_1	0	1	0	1
TOMM22_1	0	1	0	0
KRT34_1	1	1	0	0
GATA6_1	0	0	1	0
CACNG5_1	0	0	1	0
AP1G2_1	0	0	0	1
CLUH_1	1	0	0	1
FAM20A_1	0	0	1	0
URGCP_1	0	0	0	1
MKKS_4	0	0	0	0
OASL_2	0	1	0	0
TRIM6_4	1	0	1	0
LDOC1_1	0	0	1	1
RNF44_2	0	1	0	0
A2ML1_1	1	0	0	0
DSC1_1	0	1	0	0
SBF2_2	0	1	0	0
GFOD2_1	0	0	0	1
DMAP1_1	0	1	0	0
LIMK2_1	0	0	0	1
AMPH_2	0	0	0	0
GK5_1	0	0	0	1
CASS4_1	0	0	0	0
CATSPERG_1	1	0	1	1
EFNA3_7	0	0	0	0
GPSM2_2	0	0	0	1
CREB5_2	0	1	0	0
EIF4G2_1	0	0	1	1
TES_2	0	1	1	1
GRASP_1	1	0	0	1
SDF4_2	0	0	1	1
CCL14_1	0	1	0	0
RAB11A_1	0	1	0	1
ICK_1	0	0	0	0
DIS3_1	0	0	0	1
KCNJ14_1	0	0	0	1
HBE1_2	1	1	1	1
MED13_2	0	1	0	0
C7orf60_2	0	1	1	0
IGF1_1	1	0	0	0
SIAH1_1	1	0	0	1
GRIP1_1	0	1	0	0
CHRM1_2	0	0	0	1
ZNF780A_1	0	0	0	0
UBL3_2	0	1	0	0
TRPC1_2	0	0	0	1
C1orf43_2	0	1	0	0
SPTLC3_2	0	0	1	0
PDLIM1_1	0	0	0	1
ARPC5_1	0	1	0	1
CCDC77_1	0	0	0	0
VAPA_2	0	0	0	0
SLC22A18_2	0	1	0	0
MTMR12_1	0	0	0	1
SOX30_2	0	0	0	0
RSPO1_1	0	0	0	0
TEX19_1	1	0	0	0
FRAS1_2	0	1	0	0
BEX1_1	0	1	0	0
C10orf128_1	0	1	0	0
GCM1_1	0	0	0	0
CYP24A1_2	0	0	0	1
EGLN2_6	0	0	0	0
JAM3_2	0	0	0	0
DLX4_2	0	0	0	1
PPP4R1_2	0	1	0	0
TTPAL_1	0	0	0	1
NPIPB6_2	0	0	0	1
MORC1_1	0	1	0	0
HELT_1	1	0	0	1
AGPAT3_2	0	0	0	0
HID1_1	0	0	0	1
CTDSPL2_2	0	1	0	1
MPI_1	0	0	0	0
TRIM36_1	0	0	0	1
VKORC1L1_1	0	0	0	1
RNF115_3	0	0	0	1
CYFIP2_2	0	1	1	1
COL15A1_1	0	0	0	1
NNT_2	0	0	0	1
AGO2_2	0	1	0	1
KCNH3_1	0	0	0	0
NOP10_1	0	1	0	0
LZTS2_1	0	0	0	1
SCN1B_1	0	1	0	1
ALKBH7_1	0	0	1	1
KDM2A_2	0	0	0	1
UCP1_1	1	1	0	1
LDHB_1	0	0	0	1
CARD17_1	0	0	0	0
FNBP1_2	0	0	0	0
ITPK1_1	0	0	1	1
PHYKPL_1	0	0	0	1
TEX36_1	0	0	0	0
RNF170_3	0	1	0	1
ZNF776_1	0	0	1	1
CXXC1_2	0	0	0	0
PRR16_1	0	0	0	0
BCORL1_2	0	0	0	1
NRG3_4	0	1	0	0
C9orf116_3	0	0	0	0
LEPR_3	0	1	0	1
LRRN2_1	0	0	0	0
ITGA7_2	0	1	0	0
AKT3_1	0	0	0	0
THBS3_2	0	0	0	1
GJB2_1	1	0	0	1
AK2_1	0	1	1	1
PTPN14_1	0	0	0	0
UBXN1_2	1	0	0	0
TNS1_3	0	0	0	1
ICE1_1	0	0	1	1
AOX1_3	0	0	0	0
TIMM10B_2	0	0	1	0
REEP3_2	0	0	0	0
SCAPER_2	0	0	0	0
ATP2B4_1	0	0	0	1
RPL38_1	1	0	0	1
RNF149_1	0	0	0	1
ATP6V1B1_1	0	1	0	1
SCFD1_1	0	1	0	1
NOP2_2	0	0	0	0
MAP3K2_1	0	0	0	1
ZNF292_2	0	1	0	1
CLCA4_1	1	0	0	0
PYY_2	0	0	0	1
ATP2B1_2	0	0	0	0
CFP_1	0	0	0	0
CLDND2_1	0	0	0	1
ORMDL1_1	0	0	1	0
MID2_3	0	0	0	0
NKX6-2_1	0	0	1	0
FNTA_6	0	0	0	1
MPDU1_1	0	0	0	1
KIZ_1	0	1	0	1
CLDN18_2	0	1	0	0
DPEP2_1	0	1	0	0
DDIAS_1	0	0	1	1
SGSH_2	0	0	0	0
DNAJC14_3	0	0	0	0
ZNF467_1	0	0	0	1
CTD-2116N17_1	1	0	1	0
EPCAM_1	0	0	0	0
NDEL1_2	0	1	0	0
ARHGEF10_2	0	1	0	1
VGLL2_1	1	0	0	1
PRKD1_1	0	0	0	0
PI4KB_1	0	1	0	1
KIFC3_3	0	0	0	0
DSCC1_2	0	0	0	1
PRSS35_1	0	1	0	1
EIF3I_1	0	0	0	1
CILP2_1	0	1	0	1
MFN1_1	0	0	1	0
LHX8_1	0	1	0	0
TAF1C_1	0	0	0	0
CBLB_1	0	0	1	1
RAB13_1	0	0	0	1
ADCY7_1	0	1	0	1
PGA3_1	1	1	0	0
RCAN2_1	0	1	0	0
HLA-B_1	0	1	1	0
GMEB2_3	0	1	1	0
DKKL1_2	0	1	0	1
EGR4_2	1	0	0	0
CINP_1	0	0	0	1
CRIP1_4	0	0	1	0
ABRA_2	0	1	0	0
SIAH2_1	0	1	0	0
NCOA7_4	0	1	1	0
ELMOD1_1	0	0	0	0
FAM208A_1	0	1	0	1
BCAN_2	0	0	0	1
SLC5A12_3	0	1	0	0
RIN3_2	0	0	0	0
FRMD4A_2	1	0	0	0
TFPT_2	0	0	0	0
SFR1_1	0	0	1	1
DCC_1	0	0	0	0
FGF6_1	1	0	0	0
NR1D2_3	0	0	0	0
RFXANK_3	0	0	0	1
COG6_1	0	0	0	0
ACTA2_2	0	0	0	0
BAG4_1	0	0	0	1
USP36_1	0	0	0	1
SLC12A1_1	0	1	0	0
PAX1_1	0	0	1	1
S100A3_5	0	1	0	0
OGFOD2_1	0	0	0	0
SP140_1	0	1	0	1
TNFRSF8_2	0	1	0	0
IL7_1	0	1	0	1
ADAM32_1	0	0	1	0
MACROD2_2	0	0	0	0
SPIB_3	0	0	0	1
NSUN3_2	0	0	0	0
FSHR_1	0	1	0	1
MECP2_1	0	0	1	1
ADORA2B_2	0	1	1	0
CDC7_1	0	0	0	1
ZNF629_1	0	1	0	0
EGFL7_3	0	0	0	0
CCDC17_1	0	1	1	1
APOBEC3H_1	0	0	0	0
CARNMT1_1	0	0	0	1
HIPK2_1	0	0	0	0
TTC14_1	0	0	0	0
USP1_1	0	0	1	0
ZNF334_1	0	0	0	0
FNIP1_2	0	1	0	0
TRAPPC5_1	0	0	0	0
TMEFF1_5	0	0	0	0
THPO_3	0	0	1	0
GLUL_2	0	1	1	1
ZNF507_1	0	0	0	1
PILRA_1	0	1	0	1
MSN_2	1	0	0	0
ART5_3	0	1	1	0
C20orf27_1	0	0	1	1
TUBD1_1	0	1	1	0
TP63_3	1	0	1	0
C19orf47_2	0	1	0	1
CTGF_1	1	1	0	0
MRC2_3	0	1	0	1
HAS3_1	1	1	0	0
FCER2_1	0	1	0	0
PYY_1	1	1	0	1
SH3BP4_3	1	0	0	0
SPTBN1_2	0	1	0	0
SYCE2_1	0	0	0	1
RNF217_1	0	0	0	0
CACNB3_1	0	0	0	1
PTPRF_1	0	0	0	1
RPL30_1	0	0	0	1
ATP6V1F_1	0	1	0	0
C3orf58_1	0	1	0	1
COBLL1_3	0	1	0	1
TMEM130_2	0	0	0	0
ARL11_1	1	1	0	1
COX19_2	0	0	0	0
C5orf15_3	0	0	0	0
CDKL4_1	0	0	0	0
MDFIC_2	0	1	0	0
TF_1	1	0	0	0
SFT2D1_1	0	0	0	0
TAGAP_1	1	0	0	0
NEMF_1	0	0	0	0
HDDC2_3	0	0	0	0
ERF_4	0	0	0	0
SLC44A1_1	0	0	0	0
COMT_4	0	0	1	0
NALCN_2	0	1	1	0
MGARP_2	0	1	0	0
GSTM2_1	0	1	0	1
RNF150_2	0	1	0	0
SLFN11_1	1	0	1	1
PPM1K_2	0	1	1	1
VPS35_1	0	0	1	1
UBTF_5	0	1	0	0
CXorf58_1	0	0	0	1
EEF1D_2	0	1	0	1
SYVN1_2	0	1	0	0
GNAQ_1	0	1	0	1
AMDHD1_2	0	1	0	1
FRMD4B_3	0	1	0	0
TMEM86A_1	0	0	1	1
TOMM20_1	0	0	0	1
TEX261_3	0	0	0	1
SPACA7_1	0	1	0	1
TCOF1_2	0	0	0	1
AP1G1_1	0	1	0	1
TEN1_1	0	0	0	0
DNMT1_2	0	1	0	1
HMGB1_3	0	0	0	1
ECHDC1_3	1	0	0	1
RPS3_1	0	0	0	0
CNIH4_1	0	0	0	1
DMKN_3	1	1	0	1
EGR2_1	1	0	0	0
WBSCR17_2	0	1	0	0
ZNF57_2	0	0	0	1
HEXA_1	0	0	0	1
BTG1_1	1	0	1	1
TMPRSS11A_1	0	0	0	0
TRIM4_1	0	0	1	0
NCL_1	0	1	1	1
MCCC1_2	0	0	0	0
SPATA31A5_1	0	1	0	1
LRTM1_2	0	1	0	0
CFLAR_2	0	1	0	0
MTMR10_1	0	1	0	1
FBLN2_1	0	0	0	1
HSD17B7_1	0	1	1	1
FTCD_2	1	0	1	0
CAT_1	0	0	1	0
UBC_1	1	0	0	0
C11orf83_1	0	0	0	0
RNF20_2	0	0	0	0
RPRD1B_1	0	1	0	1
C15orf61_1	0	1	1	0
PAFAH1B2_1	0	0	0	1
CCDC120_1	0	1	0	0
MYOF_1	0	0	0	0
HNRNPUL2_1	0	0	0	0
SGK2_3	0	0	1	0
GDF6_2	0	0	0	1
SHROOM3_1	0	0	0	1
DHRS4L2_2	0	0	0	0
NACA_1	0	0	0	1
PI4K2B_4	0	0	0	0
C6orf106_1	0	1	0	1
CCNH_2	0	0	0	0
LYNX1_3	0	0	0	0
FBF1_1	0	0	0	0
MRPS33_1	0	0	0	0
ZCCHC11_3	0	0	0	0
RTBDN_3	0	1	0	0
COX6B2_2	0	0	0	1
FBXO18_1	0	0	1	1
VPS13B_1	0	0	0	0
KIAA1967_2	0	0	0	0
ZNRD1_1	0	1	1	0
ZNF761_2	0	0	0	0
JUP_1	0	0	1	1
ST13_2	0	0	0	1
R3HDM4_1	0	1	0	0
OSBPL8_2	0	0	0	0
ARHGAP9_4	0	0	0	0
ANKFY1_1	0	1	0	1
TNFRSF6B_1	1	0	0	1
DNAJC19_1	0	0	0	1
TSNAXIP1_2	0	0	0	1
ZNF675_1	0	1	0	0
WASHC5_1	0	0	0	1
GLOD4_1	0	0	0	0
ACOX1_1	0	0	0	1
SPATA13_1	0	0	0	1
TLE4_1	0	1	0	0
TFEB_2	0	1	1	1
EFNA3_5	0	1	0	0
KANK2_2	0	0	0	1
LPAR1_3	0	0	0	0
KCNV1_3	0	1	0	1
SLC33A1_2	0	0	0	0
C1orf210_2	0	0	0	1
IGHMBP2_1	0	0	0	0
SYNCRIP_3	0	0	0	0
PPCDC_1	0	0	0	0
ATG13_1	0	0	0	0
TGM3_1	1	0	0	0
ZC3H12A_2	0	0	0	0
ZNF630_1	0	1	0	0
CNTF_1	0	0	0	0
MTMR7_1	0	0	0	0
DGKA_1	0	1	0	0
SH3BP1_5	0	0	0	1
IL20RA_1	1	1	0	0
TMEM189-UBE2V1_6	0	0	0	0
RAB27A_2	0	0	0	0
MPP6_1	0	0	0	1
ADORA2A_1	0	1	0	1
ANXA8L1_2	1	1	0	1
LGR6_3	0	0	0	0
ALPPL2_1	1	1	0	1
DNAH3_1	0	1	0	1
GLIPR1L1_1	0	0	0	0
ABCD3_1	0	0	0	1
TBRG4_1	0	0	0	1
FGD6_1	0	0	0	1
NDUFB7_1	0	0	0	0
THEM4_3	1	0	0	0
NOTCH4_2	0	0	1	1
MAP2K5_1	0	0	0	1
SKA2_1	0	1	1	0
SLC35E1_1	0	0	1	0
TMEM63B_2	0	1	0	0
ANKDD1A_1	0	1	0	1
KCNE3_2	0	0	0	1
KLRD1_3	0	0	0	0
GRAMD4_4	0	0	0	0
TUBA1C_2	0	0	0	0
LANCL1_1	0	0	0	1
ANKRD39_3	0	0	0	1
HSBP1L1_1	0	1	0	1
PPP1CA_1	0	0	0	1
KEL_1	0	0	0	1
BCL9L_1	0	1	0	1
PTP4A1_1	0	1	0	1
SMG5_2	0	0	0	1
CELF2_2	0	0	0	1
PRADC1_2	0	0	0	0
C7orf57_2	0	0	1	0
EXD2_3	0	0	0	1
EFCAB4B_1	0	0	1	1
RBMS1_4	0	0	0	0
RP9_1	0	0	0	0
AHRR_3	0	1	0	1
ACCS_1	0	0	0	0
WDR41_2	0	0	0	1
ZGLP1_3	1	0	0	0
GDPD5_3	0	0	0	0
HOXA6_3	0	0	0	0
TEAD3_1	0	0	0	1
FRMD3_3	0	0	0	0
MRPS28_2	0	0	0	0
SERPINE1_2	0	1	0	0
GABRB2_2	0	1	0	0
DYRK4_4	0	1	0	0
HIP1R_1	0	0	0	1
NXNL2_2	0	1	0	0
PTPRK_2	0	0	0	0
HACL1_2	0	0	0	1
CIR1_1	0	0	0	0
VEGFC_5	0	0	0	0
CLSTN3_1	0	0	0	0
HOXA1_2	0	0	1	0
EYA4_3	0	0	0	0
LRRC25_1	0	0	0	1
KLF4_1	0	0	0	0
PLAC1_1	0	0	0	1
AXIN1_1	0	1	0	1
BCAP31_1	0	0	0	1
ZDHHC6_1	0	0	0	0
STRADA_1	0	0	1	1
MAP3K10_1	0	0	0	0
RNF138_1	0	1	0	1
RFFL_4	0	1	0	0
GOLGA6D_1	0	1	1	1
CLNK_3	0	1	0	0
XYLB_1	0	0	0	1
PLXNA3_1	1	1	0	1
NAV3_1	0	0	0	0
TMEM232_1	0	0	1	0
MEX3A_2	0	0	1	1
RAG1_1	0	0	0	0
MCOLN3_1	0	1	0	1
C1orf54_1	0	0	0	1
DDX21_2	0	1	0	0
KLHDC4_2	0	0	0	0
CAPN5_1	0	1	0	1
DNAJB14_2	0	0	0	0
MCL1_1	0	1	0	1
SLCO2B1_2	0	1	0	0
VGF_1	1	1	0	1
NT5C3A_1	0	0	0	1
ITPKC_1	1	0	0	1
SLC27A1_1	0	1	0	1
PNKD_2	0	1	0	1
GTF2H4_4	0	0	0	1
TLL1_1	1	0	1	0
NFE2L2_4	1	0	0	0
RAB39A_1	0	1	0	1
GABRD_1	0	0	0	1
IGFBP6_1	0	1	0	1
OSBPL6_4	0	0	1	1
RIPOR2_3	1	0	0	1
